wyElementId;wyElementName;wyElementClub;bestId;bestName;bestLevenshteinDist;
13407;FSV 63 Luckenwalde;Luckenwalde;5761;FSV 63 Luckenwalde;0;
13408;Malchower SV 90;Malchower SV;7003;Malchower SV 90;0;
13409;SV Schott Jenaer Glas;Schott Jena;5151;SV Schott Jena;3;
13410;Rasen Ballsport Leipzig;RB Leipzig;23826;RB Leipzig;0;
13411;Dynamo Dresden II;Dynamo Dresden II;9056;Dynamo Dresden U19;3;
13412;VfL Halle 96;VfL Halle;910;VfL Halle 1896;2;
13415;SV Memmelsdorf 1923;Memmelsdorf;5638;SV Memmelsdorf;3;
13416;TSV 1860 Rosenheim;1860 Rosenheim;1246;TSV 1860 Rosenheim;0;
13417;SV Schalding-Heining;Schalding-Heining;9624;SV Schalding-Heining;0;
13418;SV Grohn;Grohn;9035;SV Grohn;0;
13419;FC Oberneuland II;Oberneuland II;13397;FC Oberneuland II;0;
13420;Polizei SV Union Neumünster;Union Neumünster;2382;PSV Union Neumünster;4;
13421;ETSV Weiche Flensburg;Weiche Flensburg;3400;TSB Flensburg;6;
13422;TSV Klausdorf;Klausdorf;11026;TSV Klausdorf;0;
13423;SV Eichede;Eichede;4882;SV Eichede;0;
13424;Niendorfer TSV;Niendorfer TSV;3417;Niendorfer TSV;0;
13425;Oststeinbeker SV;Oststeinbeker SV;7245;Oststeinbeker SV;0;
13426;Wedeler TSV;Wedeler TSV;2539;Wedeler TSV;0;
13427;TSV Uetersen;Uetersen;5050;TSV Uetersen;0;
13428;VfL Lohbrügge;Lohbrügge;2630;VfL Lohbrügge;0;
13458;TSV Germania Windeck 1910;Germania Windeck;4258;TSV Germania Windeck;4;
13459;SV Rot-Weiß Cuxhaven;Rot-Weiß Cuxhaven;6204;Rot-Weiß Cuxhaven;0;
13460;USI Lupo-Martini Wolfsburg;Lupo-Martini;8935;USI Lupo-Martini Wolfsburg;0;
13461;SV Ahlerstedt / Ottendorf;Ahlerstedt / Ottendorf;8483;SV Ahlerstedt/Ottendorf;2;
13462;VfL Oythe;Oythe;5298;VfL Oythe;0;
13463;VfL Bückeburg;Bückeburg;2357;VfL Bückeburg;0;
13499;SVG Göttingen 07;SVG Göttingen;19321;SVG Göttingen;0;
13687;FC Sankt Augustin;FC Sankt Augustin;56017;FC Sankt Augustin;0;
13688;TSV Alemannia Aachen;Alemannia Aachen;8;Alemannia Aachen;0;
13689;Borussia VfL Mönchengladbach;Borussia M'gladbach;18;Borussia Mönchengladbach;4;
13690;1. FFC Recklinghausen 2003;Recklinghausen;2004;FC Recklinghausen;3;
13691;FV Dudenhofen;FV Dudenhofen;4983;FV Dudenhofen;0;
13849;TSG Ahlten;TSG Ahlten;38768;TSG Ahlten;0;
13850;Holstein Kiel II;Holstein Kiel II;1171;Holstein Kiel II;0;
14194;BSC Marzahn;BSC Marzahn;32635;BSC Marzahn;0;
14195;1. FC Neubrandenburg 04;Neubrandenburg 04;1279;1.FC Neubrandenburg 04;1;
14196;1. FFC Fortuna Dresden Rähnitz;Fortuna Dresden Rähnitz;38962;Fortuna Freudenberg;10;
14197;1. FC Nürnberg;Nürnberg;4;1.FC Nuremberg;4;
14242;1. FC Köln;Köln;3;1. FC Köln;0;
14415;Lok Stendal;Lok Stendal;4043;1.FC Lok Stendal;5;
14479;FSV Vohwinkel;FSV Vohwinkel;7523;FSV Vohwinkel;0;
14509;SpVgg Marl;SpVgg Marl;191;SpVgg Marl;0;
14853;VfR Neuss;VfR Neuss;975;VfR 06 Neuss;3;
14955;Borussia Freialdenhoven;Borussia Freialdenhoven;1001;SC Borussia Freialdenhoven;3;
15383;Germany Under 19;Germany U19;5710;Germany U19;0;
15470;Germany Under 19;Germany U19;5710;Germany U19;0;
15552;Germany Under 17;Germany U17;17662;Germany U17;0;
15585;Freier TuS Regensburg;Freier TuS;5644;Freier TuS Regensburg;0;
15586;SV Altlüdersdorf;Altlüdersdorf;4682;SV Altlüdersdorf;0;
15587;1. FC Union Berlin II;Union Berlin II;89;1.FC Union Berlin;4;
15588;Chemnitzer FC II;Chemnitzer FC II;21;Chemnitzer FC;3;
15589;FSV Wacker 03 Gotha;Wacker Gotha;1308;FSV Wacker 03 Gotha;0;
15798;SV Wilhelmsburg;Wilhelmsburg;7458;SV Wilhelmsburg;0;
15799;Scharmbeckstotel;Scharmbeckstotel;26442;ATSV Scharmbeckstotel;5;
15800;Neustadt;Neustadt;1879;FC Neustadt;3;
15801;DSC Arminia Bielefeld e.V;Arminia Bielefeld;10;Arminia Bielefeld;0;
15802;TuRa Meldorf 1885;TuRa Meldorf;8481;TuRa Meldorf;0;
15803;SG Blau Weiß Beelitz;Blau Weiß Beelitz;32581;Blau-Weiß Beelen;4;
15804;Klinge Seckach;Klinge Seckach;44618;FG Seckbach;7;
15805;ETSV Würzburg;Würzburg;58420;ETSV Würzburg;0;
15806;TB Neckarhausen;Neckarhausen;21229;DJK Neckarhausen;3;
15843;VfL Bochum 1848;Bochum;80;VfL Bochum;4;
15897;SKV Rot-Weiß Darmstadt 1954;Rot-Weiß Darmstadt;12140;Rot-Weiß Darmstadt;0;
15898;1. FCA 04 Darmstadt;FCA Darmstadt;7974;1.FCA Darmstadt;2;
15899;SV Rugenbergen;Rugenbergen;6265;SV Rugenbergen;0;
15900;Bramfelder SV;Bramfelder SV;2638;Bramfelder SV;0;
15901;TuS Germania Schnelsen;Germania Schnelsen;1737;TuS Germania Schnelsen;0;
15914;SC Weyhe;Weyhe;1263;SC Weyhe;0;
15915;1. FC Burg;Burg;16250;1.FC Burg;1;
15916;SV 1919 Mainz-Gonsenheim;Gonsenheim;6871;SV Gonsenheim;3;
15918;SV Teutonia Uelzen;Teutonia Uelzen;7484;Teutonia Uelzen;0;
15923;Niederlosheim;Niederlosheim;2605;SV Gersheim;6;
15924;SV Dörbach;Dörbach;7840;SV Dörbach;0;
15949;FSV Hollenbach;Hollenbach;11027;FSV Hollenbach;0;
15950;VfB Neckarrems;Neckarrems;5169;VfB Neckarrems;0;
16199;TSV Bordesholm;Bordesholm;5658;TSV Bordesholm;0;
16200;FC Sylt;Sylt;7431;FC Rot;3;
16201;SV Todesfelde 1928;Todesfelde;7025;SV Todesfelde;3;
16202;SV Westfalia Rhynern;Westfalia Rhynern;4855;SV Westfalia Rhynern;0;
16273;1.FC Lokomotive Leipzig;Lokomotive Leipzig II;497;1.FC Lokomotive Leipzig;0;
16274;Tennis Borussia II;Tennis Borussia II;101;Tennis Borussia Berlin;6;
16327;FFC Oldesloe 2000 II;Oldesloe II;29146;SV Osloß II;5;
16328;TSV Eintracht Immenbeck;Eintracht Immenbeck;24222;TSV Eintracht Immenbeck;0;
16329;Hamburger SV III;Hamburger SV III;8415;Hamburger SV III;0;
16330;Bayer 04 Leverkusen II;Leverkusen II;15;Bayer 04 Leverkusen;3;
16331;SC Freiburg II;Freiburg II;245;SC Freiburg II;0;
16332;Germania Pfungstadt;Pfungstadt;7530;FC Lustadt;5;
18851;TuS 64 Bösinghoven;Bösinghoven;55143;TuS Singhofen;6;
18874;Eimsbütteler Turnverband;Eimsbütteler TV;803;Eimsbütteler TV;0;
18875;Fussball Club Teningen;Teningen;2983;FC Teningen;3;
18914;SFC Stern 1900;Stern;18904;SFC Stern 1900;0;
18970;TSV Gersthofen;Gersthofen;6706;TSV Gersthofen;0;
18971;Sport-Club 1926 Eltersdorf;Eltersdorf;3312;SC Eltersdorf;3;
18972;Sportbund Deutsche Jugend Kraft Rosenheim;DJK Rosenheim;8559;DJK Ensheim;4;
18973;VfL Pinneberg;Pinneberg;802;VfL Pinneberg;0;
18974;TSV Sasel 1925;TSV Sasel;2538;TSV Sasel;0;
18975;SC Vier- und Marschlande;Vier- und Marschlande;2633;SC Vier- und Marschlande;0;
18976;RSV Göttingen 05;Göttingen 05;42881;RSV Göttingen 05;0;
18977;SV Holthausen-Biene;Holthausen-Biene;5250;SV Holthausen/Biene;1;
18978;Berliner Fußball-Club Viktoria 1889;BFC Viktoria 1889;1622;FC Viktoria Köln;5;
18979;FSV Union Fürstenwalde;Union Fürstenwalde;5300;FSV Union Fürstenwalde;0;
18980;1. FC Neubrandenburg 04;Neubrandenburg 04;1279;1.FC Neubrandenburg 04;1;
18981;VfB Fortuna Chemnitz;Fortuna Chemnitz;7814;VfB Fortuna Chemnitz;0;
18982;FC Grün-Weiß Piesteritz;Grün-Weiß Piesteritz;5600;FC Grün-Weiß Piesteritz;0;
19042;Südwest Ludwigshafen;Südwest Ludwigshafen;343;SV Südwest Ludwigshafen;3;
19043;TSG Kaiserslautern;TSG Kaiserslautern;10152;TSG Kaiserslautern;0;
19044;TGM SV Jügesheim;Jügesheim;2605;SV Gersheim;5;
19045;SV Rot-Weiß Hadamar;Rot-Weiß Hadamar;36748;SV Rot-Weiß Hadamar;0;
19151;SV Meppen;Meppen;247;SV Meppen;0;
19215;Turn- und Sportverein Mannheim-Neckarau;Neckarau;7779;VfL Neckarau;4;
19216;Heidenauer SV;Heidenau;1662;Heidenauer SV;0;
19217;TS Wolmertshausen;Wolmertshausen;6263;TS Woltmershausen;2;
19218;FC Riepsdorf;Riepsdorf;19472;FC Eisdorf;3;
19252;Freiburger FC;Freiburger FC;745;Freiburger FC;0;
19253;Union 92 Berlin;Union 92 Berlin;792;SC Union 06 Berlin;5;
19266;FC Viktoria Köln;Viktoria Köln;1622;FC Viktoria Köln;0;
19267;TuS Erndtebrück 1895;Erndtebrück;43200;TuS Erndtebrück U19;3;
19268;TuS Dornberg;Dornberg;3957;TuS Dornberg;0;
19269;SV Schackendorf;Schackendorf;23981;SV Schackendorf;0;
19270;Preetzer TSV;Preetzer TSV;7208;Preetzer TSV;0;
19271;Breitenfelder SV;Breitenfelde;911;Breitenfelder SV;0;
19300;FC Arminia Ludwigshafen 03;Arminia Ludwigshafen;3496;Arminia Ludwigshafen;0;
19301;SV Röchling Völklingen;Röchling Völklingen;921;SV Röchling Völklingen;0;
19302;TS Woltmershausen;Woltmershausen;6263;TS Woltmershausen;0;
19303;FC Union 60 Bremen;Union Bremen;6780;FC Union 60 Bremen;0;
19340;SC Freiburg U19;Freiburg U19;4042;SC Freiburg U19;0;
19341;1. FC Kaiserslautern U19;Kaiserslautern U19;2371;1.FC Kaiserslautern U19;1;
19342;Eintracht Frankfurt U19;Eintracht Frankfurt U19;5372;Eintracht Frankfurt U19;0;
19343;VfB Stuttgart U19;VfB Stuttgart U19;2517;VfB Stuttgart U19;0;
19344;1. FC Saarbrücken U19;Saarbrücken U19;2596;1.FC Saarbrücken U19;1;
19345;SV Waldhof Mannheim U19;Waldhof Mannheim U19;7753;SV Waldhof Mannheim U19;0;
19346;SpVgg Greuther Fürth U19;Greuther Fürth U19;2612;SpVgg Greuther Fürth U19;0;
19347;1. FSV Mainz 05 U19;Mainz 05 U19;5369;1.FSV Mainz 05 U19;1;
19348;FC Bayern München U19;Bayern München U19;23112;FC Bayern München U16;1;
19349;TSV 1860 München U19;1860 München U19;2510;TSV 1860 München U19;0;
19350;TSG 1899 Hoffenheim U19;Hoffenheim U19;8925;TSG 1899 Hoffenheim U19;0;
19351;SpVgg Unterhaching U19;Unterhaching U19;8207;SpVgg Unterhaching U19;0;
19352;Karlsruher SC U19;Karlsruher SC U19;5370;Karlsruher SC U19;0;
19353;1. FC Nürnberg U19;Nürnberg U19;2613;1.FC Nürnberg U19;1;
19354;Bonner SC U19;Bonner SC U19;7781;Bonner SC U19;0;
19355;SC Preußen Münster U19;Preußen Münster U19;10029;Preußen Münster U19;0;
19356;MSV Duisburg U19;MSV Duisburg U19;2758;MSV Duisburg U19;0;
19357;FC Schalke 04 U19;Schalke 04 U19;1463;FC Schalke 04 U19;0;
19358;VfL Borussia Mönchengladbach U19;Borussia M'gladbach U19;4121;Borussia Mönchengladbach U19;4;
19359;1. FC Köln U19;Köln U19;1461;1.FC Köln U19;1;
19360;BV Borussia 09 Dortmund Under 19;Borussia Dortmund U19;1464;Borussia Dortmund U19;0;
19361;Wuppertaler SV U19;Wuppertaler SV U19;9723;Wuppertaler SV U19;0;
19362;Fortuna Düsseldorf Under 19;Fortuna Düsseldorf U19;6675;Fortuna Düsseldorf U19;0;
19363;Alemannia Aachen U19;Alemannia Aachen U19;5295;Alemannia Aachen U19;0;
19364;SC Rot-Weiß Oberhausen U19;Rot-Weiß Oberhausen U19;7382;Rot-Weiß Oberhausen U19;0;
19365;Rot Weiss Ahlen U19;Rot Weiss Ahlen U19;7642;Rot Weiss Ahlen U19;0;
19366;VfL Bochum U19;Bochum U19;3862;VfL Bochum U19;0;
19367;Bayer 04 Leverkusen U19;Bayer Leverkusen U19;4713;Bayer 04 Leverkusen U19;0;
19368;FC Energie Cottbus U19;Energie Cottbus U19;2492;FC Energie Cottbus U19;0;
19369;FC St. Pauli U19;St. Pauli U19;2486;FC St. Pauli U19;0;
19370;Hamburger SV U19;Hamburger SV U19;2509;Hamburger SV U19;0;
19371;Hallescher FC U19;Hallescher FC U19;8750;Hallescher FC U19;0;
19372;1. FC Union Berlin U19;Union Berlin U19;7802;1.FC Union Berlin U19;1;
19373;VfL Oldenburg U19;VfL Oldenburg U19;16712;VfL Oldenburg U19;0;
19374;FC Hansa Rostock U19;Hansa Rostock U19;4052;FC Hansa Rostock U19;0;
19375;Hannoverscher SV 1896 U19;Hannover 96 U19;2663;Hannover 96 U19;0;
19376;SV Werder Bremen U19;Werder Bremen U19;2491;SV Werder Bremen U19;0;
19377;VfL Osnabrück U19;Osnabrück U19;4270;VfL Osnabrück U19;0;
19378;Hertha BSC U19;Hertha BSC U19;2827;Hertha BSC U19;0;
19379;VfL Wolfsburg U19;Wolfsburg U19;5343;VfL Wolfsburg U19;0;
19380;Hertha 03 Zehlendorf U19;Hertha Zehlendorf U19;10342;FC Hertha 03 Zehlendorf U19;3;
19381;FC Rot-Weiß Erfurt U19;Rot-Weiß Erfurt U19;7680;Rot-Weiß Erfurt U19;0;
19443;1. FC Köln II;Köln II;438;1.FC Köln II;1;
19444;SG Eintracht 05 Wetzlar;Eintracht Wetzlar;5059;Eintracht Wetzlar;0;
19445;BSV Al Dersimspor;Dersimspor;4703;BSV Al-Dersimspor;1;
19446;Chemnitzer FC;Chemnitzer FC;21;Chemnitzer FC;0;
19506;Sportfreunde Wüsting-Altmoorhausen;Wüsting-Altmoorhausen;11549;SF Wüsting-Altmoorhausen;3;
19508;SV Werder Bremen II;Werder Bremen II;87;SV Werder Bremen II;0;
19509;SV Furpach;Furpach;35802;SV Furpach;0;
19510;TuS Rodenbach;Rodenbach;68786;TuS Medenbach;2;
20101;LSV Hamburg;LSV Hamburg;3373;MSV Hamburg;1;
20103;Berliner FC Vorwärts 1890;Berliner FC Vorwärts;11512;Berliner FC Meteor 06;8;
20104;Duisburger Spielverein 1900;Duisburger SpV;41;Hamburger SV;5;
20105;Karlsruher FV;Karlsruher FV;16701;Karlsruher FV;0;
20106;SpVgg Blau-Weiß 1890 Berlin;SpVgg Blau-Weiß 1890 Berlin;2149;Blau-Weiß 90 Berlin;8;
20107;DFC Prag;DFC Prag;7249;FC Kray;3;
21614;FC Kray;Kray;7249;FC Kray;0;
21644;FC Augsburg II;Augsburg II;5379;FC Augsburg II;0;
21670;FC Hennef 05;Hennef 05;15171;FC Hennef 05;0;
21672;TV Derendingen;Derendingen;35333;TV Derendingen;0;
21673;TSV Schott Mainz;Schott Mainz;9695;TSV Schott Mainz;0;
21674;PSV Freiburg;PSV Freiburg;60;SC Freiburg;2;
21675;SSC Hagen Ahrensburg;Hagen Ahrensburg;19512;SSC Hagen Ahrensburg;0;
21676;SG Leipziger Verkehrsbetriebe;LVB;14342;SV Egg;5;
21677;DJK Saarwellingen;Saarwellingen;2261;FSV Saarwellingen;3;
21678;ESV Fortuna Celle;Fortuna Celle;21039;ESV Fortuna Celle;0;
21679;Sportfreunde 1930 Uevekoven;Sportfreunde Uevekoven;63;Sportfreunde Siegen;6;
21680;ATS Buntentor;Buntentor;22960;SC Wentorf;5;
21681;FC Borussia Brandenburg;Borussia Brandenburg;36032;FC Borussia Brandenburg;0;
21844;SV Lichtenberg 47;Lichtenberg;1333;SV Lichtenberg 47;0;
21845;SV Waren 09;Waren;2493;SV Waren 09;0;
21846;RSV Waltersdorf 1909;Waltersdorf;3312;SC Eltersdorf;4;
21847;VSG Altglienicke;Altglienicke;17847;VSG Altglienicke;0;
21848;FC Pommern Greifswald;Pommern Greifswald;24103;HSG Uni Greifswald;7;
21849;SC Viktoria 06 Griesheim;Viktoria Griesheim;1350;SC Viktoria 06 Griesheim;0;
21850;FC 1931 Eddersheim;Eddersheim;2971;FC Eddersheim;3;
21859;TSG 1899 Hoffenheim II;Hoffenheim II;983;TSG 1899 Hoffenheim II;0;
21860;FC Memmingen;Memmingen;1712;FC Memmingen;0;
21861;Eintracht Frankfurt;Eintracht Frankfurt;24;Eintracht Frankfurt;0;
21864;FC Carl Zeiss Jena U19;Carl Zeiss Jena U19;8663;FC Carl Zeiss Jena U19;0;
21865;Chemnitzer FC U19;Chemnitzer FC U19;6202;Chemnitzer FC U19;0;
21866;Kieler SV Holstein 1900 U19;Holstein Kiel U19;6869;Holstein Kiel U19;0;
21867;DSC Arminia Bielefeld U19;Arminia Bielefeld U19;4556;Arminia Bielefeld U19;0;
21868;SC Fortuna Köln U19;Fortuna Köln U19;16521;SC Fortuna Köln U19;0;
21869;Rot-Weiss Essen U19;Rot-Weiss Essen U19;4269;Rot-Weiss Essen U19;0;
21870;FC Augsburg U19;Augsburg U19;4780;FC Augsburg U19;0;
21871;FSV Frankfurt Under 19;FSV Frankfurt U19;8274;FSV Frankfurt U19;0;
21872;SV Stuttgarter Kickers U19;Stuttgarter Kickers U19;6760;Stuttgarter Kickers U19;0;
21873;1. FC Germania Egestorf-Langreder;Germania Egestorf;10381;1.FC Germania Egestorf/Langreder;2;
21874;SSV Jeddeloh;Jeddeloh;6776;SSV Jeddeloh;0;
22141;TSV Aubstadt;Aubstadt;1316;TSV Aubstadt;0;
22142;DJK Ammerthal;Ammerthal;6718;DJK Ammerthal;0;
22143;FC Amberg;Amberg;394;FC Amberg;0;
22144;SV Alemannia Haibach;Alemannia Haibach;919;Alemannia Haibach;0;
22145;SpVgg Selbitz;Selbitz;4189;SpVgg Selbitz;0;
22146;SpVgg Jahn Forchheim;Jahn Forchheim;1606;SpVgg Jahn Forchheim;0;
22147;ASV Hollfeld;Hollfeld;5367;ASV Hollfeld;0;
22148;ASV Neumarkt;Neumarkt;1142;ASV Neumarkt;0;
22149;DJK Don Bosco Bamberg;DJK Bamberg;27193;DJK Don Bosco Bamberg;0;
22150;1. FC Sand;1. FC Sand;283;1.FC Sand;1;
22151;TSV Kleinrinderfeld;Kleinrinderfeld;11848;TSV Kleinrinderfeld;0;
22152;1. FC Trogen;Trogen;7996;1.FC Trogen;1;
22153;FC Affing;Affing;4819;FC Affing;0;
22154;BCF Wolfratshausen;Wolfratshausen;4832;BCF Wolfratshausen;0;
22155;TSV Kottern-St. Mang;Kottern;6749;TSV Kottern-St. Mang;0;
22156;TSV Schwabmünchen;Schwabmünchen;74;TSV Schwabmünchen;0;
22157;1. FC Sonthofen;Sonthofen;7881;1.FC Sonthofen;1;
22158;VfB Eichstätt;Eichstätt;5646;VfB Eichstätt;0;
22159;SpVgg Grün-Weiss Deggendorf;Deggendorf;7368;SpVgg Grün-Weiß Deggendorf;2;
22160;SpVgg Hankofen-Hailing;Hankofen-Hailing;8336;SpVgg Hankofen-Hailing;0;
22161;FC Unterföhring;Unterföhring;5382;FC Unterföhring;0;
22162;BC Aichach;Aichach;2279;BC Aichach;0;
22163;SpVgg Landshut;Landshut;303;SpVgg Landshut;0;
22164;SG Blau-Gelb Laubsdorf;Blau-Gelb Laubsdorf;63160;Blau-Gelb Darmstadt;7;
22165;FC Einheit Rudolstadt;Einheit Rudolstadt;4219;FC Einheit Rudolstadt;0;
22166;Heidenauer SV;Heidenauer SV;1662;Heidenauer SV;0;
22167;Hallescher FC II;Hallescher FC II;440;Hallescher FC;3;
22168;FSV Wacker 90 Nordhausen;Wacker Nordhausen;490;FSV Wacker Nordhausen;3;
22169;FC Elmshorn 1920;Elmshorn;981;FC Elmshorn;3;
22170;FSV 08 Bissingen;Bissingen;1262;FSV 08 Bissingen;0;
22171;FC Singen 04;Singen;25011;FC Wangen 05;3;
22172;TSV Grunbach;Grunbach;23382;TSV Grunbach;0;
22173;SV 1919 Sonsbeck;Sonsbeck;6311;SV Sonsbeck;3;
22174;VfL Rhede;Rhede;4879;VfL Rhede;0;
22175;SV Uedesheim;Uedesheim;6245;SV Uedesheim;0;
22176;Sportfreunde Baumberg;SF Baumberg;5328;SF Baumberg;0;
22177;TV Jahn Dinslaken-Hiesfeld;Jahn Dinslaken-Hiesfeld;8298;TV Jahn Hiesfeld;10;
22178;SV Hönnepel-Niedermörmter;Hönnepel-Niedermörmter;8328;SV Hönnepel-Niedermörmter;0;
22179;Sportfreunde Hamborn 07;SF Hamborn;1168;Sportfreunde Hamborn 07;0;
22180;Cronenberger SC;Cronenberger SC;1550;Cronenberger SC;0;
22181;SC 1911 Kapellen-Erft;Kapellen-Erft;3550;SC Kapellen-Erft;3;
22182;Ratinger Spvg Germania 04/19;Germania Ratingen;5279;Germania Brötzingen;4;
22183;SC Rot-Weiß Oberhausen 1904 II;Rot-Weiß Oberhausen II;5473;Rot-Weiß Oberhausen II;0;
22184;VfR Krefeld-Fischeln;Krefeld-Fischeln;10636;VfR Fischeln;7;
22185;1. FC Wülfrath;Wülfrath;2906;1.FC Wülfrath;1;
22221;SV Germania Hauenhorst;Germania Hauenhorst;30290;Germania Hauenhorst;0;
22222;SV Eintracht Leipzig-Süd;Eintracht Leipzig-Süd;53209;Eintracht Leipzig-Süd;0;
22223;1. FC Gievenbeck;Gievenbeck;4618;1.FC Gievenbeck;1;
22224;SC Roland Beckum;Roland Beckum;11908;SC Roland Beckum;0;
22225;TuS Ennepetal;Ennepetal;8712;TuS Ennepetal;0;
22226;SuS 09 Neuenkirchen;Neuenkirchen;7137;SuS Neuenkirchen;3;
22227;TuS Heven 09;Heven;26715;TuS Heven II;2;
22249;TuRa Meldorf;TuRa Meldorf;8481;TuRa Meldorf;0;
22250;FC Dornbreite Lübeck;Dornbreite Lübeck;1941;FC Dornbreite Lübeck;0;
22251;TuS Hartenholm;Hartenholm;12879;TuS Hartenholm;0;
22252;SSC Hagen Ahrensburg;Hagen Ahrensburg;19512;SSC Hagen Ahrensburg;0;
22253;SC Halberg Brebach;Halberg Brebach;532;SC Halberg Brebach;0;
22254;TSG Pfeddersheim;Pfeddersheim;345;TSG Pfeddersheim;0;
22255;SV Mehring;Mehring;11361;SV Mering;1;
22256;TSC Euskirchen;Euskirchen;58447;TSV Emskirchen;2;
22257;TSV Hertha Walheim;Hertha Walheim;10238;TSV Hertha Walheim;0;
22258;FC Viktoria 08 Arnoldsweiler;Viktoria Arnoldsweiler;25201;Viktoria 08 Arnoldsweiler;3;
22259;SC Germania Erftstadt-Lechenich;Germania Erftstadt;36762;SC Germania Erftstadt-Lechenich;0;
22260;SG Köln-Worringen;Köln-Worringen;4901;SG Köln-Worringen;0;
22261;FC Hürth;Hürth;9157;FC Hürth;0;
22262;Hilal Maroc Bergheim;Hilal Maroc Bergheim;33010;Hilal 1994 Bergheim;5;
22263;Spvg Wesseling-Urfeld;Wesseling-Urfeld;7094;Spvg Wesseling-Urfeld;0;
22264;VfL Alfter;Alfter;6966;VfL Alfter;0;
22265;SF Troisdorf;Troisdorf;7095;SF Troisdorf;0;
22266;SC Brühl;SC Brühl;4908;SC Brühl;0;
22395;FC Marnheim;Marnheim;7595;FC Odenheim;3;
22475;Bramfelder SV;Bramfelder SV;2638;Bramfelder SV;0;
22476;VfL Wolfsburg II;Wolfsburg II;143;VfL Wolfsburg II;0;
22485;SC Lehe-Spaden;Lehe-Spaden;27040;SC Lehe-Spaden;0;
22486;SC Sparta Bremerhaven;Sparta Bremerhaven;27041;FC Sparta Bremerhaven;1;
22908;SV Eintracht Trier 05 Under 19;Eintracht Trier U19;7659;SV Eintracht Trier 05 U19;5;
22909;Rasen Ballsport Leipzig Under 19;RB Leipzig U19;23826;RB Leipzig;4;
22910;VfB Lübeck Under 19;Lübeck U19;4578;VfB Lübeck U19;4;
24379;Neckarsulmer Sport Union;Neckarsulmer SU;18699;Neckarsulmer Sport-Union;1;
24380;Potsdamer Kickers;Potsdamer Kickers;10677;Potsdamer Kickers;0;
24432;FC Viktoria 1889 Berlin Lichterfelde-Tempelhof;Viktoria Berlin;4073;Viktoria Heiden;4;
24439;SV Erlenbach am Main;Erlenbach;1600;FC Erlenbach;3;
24440;SV Pullach im Isartal;Pullach;4211;SV Pullach;3;
24441;FC Pipinsried;Pipinsried;4191;FC Pipinsried;0;
24442;TSV 1883 Bogen;Bogen;10441;TSV Bogen;4;
24443;SV Raisting;Raisting;5639;SV Raisting;0;
24444;VfR Garching;Garching;6708;VfR Garching;0;
24467;SC Alstertal-Langenhorn;Alstertal-Langenhorn;7525;SC Alstertal/Langenhorn;1;
24468;SV Blankenese;Blankenese;3405;SV Blankenese;0;
24469;TuS Dassendorf;Dassendorf;907;TuS Dassendorf;0;
24507;Berliner SV Hürtürkel;Hürtürkel;16311;BSV Hürtürkel;4;
24508;FC Strausberg;Strausberg;7316;FC Strausberg;0;
24509;SV Gläserzell;Gläserzell;33358;SV Maberzell;4;
24548;SG Union Sandersdorf;Union Sandersdorf;2665;Union Sandersdorf;0;
24570;FC Viktoria 1889 Berlin Lichterfelde-Tempelhof;Viktoria Berlin;4073;Viktoria Heiden;4;
24571;Frauenfußballverein Leipzig;FFV Leipzig;23826;RB Leipzig;3;
24572;FC Viktoria 1889 Berlin Lichterfelde-Tempelhof II;Viktoria Berlin II;44678;Viktoria Resse II;5;
24573;Frauenfußballverein Leipzig II;FFV Leipzig II;49241;SV Leipzig Ost;5;
24574;MSV Wernigerode;Wernigerode;42942;ESV Weiterode;4;
24611;1. FC Wunstorf;Wunstorf;477;1.FC Wunstorf;1;
24612;Turnerbund Uphusen;TB Uphusen;9972;TB Uphusen;0;
24613;I. SC Göttingen;I. SC Göttingen;18325;SCW Göttingen;4;
24679;FC Ederbergland;Ederbergland;560;FC Ederbergland;0;
24680;Sportfreunde Seligenstadt;SF Seligenstadt;7678;Sportfreunde Seligenstadt;0;
24681;SV Wiesbaden 1899;SV Wiesbaden;3547;SV Wiesbaden;0;
24682;TSV Lehnerz;Lehnerz;26622;TSV Lengers;3;
24759;PSV Wesel-Lackhausen;Wesel-Lackhausen;5209;PSV Wesel-Lackhausen;0;
24760;VfB 03 Hilden;Hilden;5336;VfB 03 Hilden;0;
24762;SGS Essen 19/68 II;SGS Essen II;46585;BV Essen II;3;
24763;SV Eintracht Solingen;Eintracht Solingen;41185;Eintracht Rellingen;3;
24764;VfL Bochum 1848 II;Bochum II;42521;CSV Bochum II;4;
24779;SG Dynamo Dresden U19;Dynamo Dresden U19;9056;Dynamo Dresden U19;0;
24780;SV Wacker Burghausen U19;Wacker Burghausen U19;8228;SV Wacker Burghausen U19;0;
24781;FC Astoria Walldorf U19;Astoria Walldorf U19;13400;FC-Astoria Walldorf U19;1;
24782;VfL Theesen U19;Theesen U19;38512;VfL Theesen U19;0;
24818;FC Hertha Wiesbach;Hertha Wiesbach;6855;FC Hertha Wiesbach;0;
24819;Spvgg Burgbrohl;Burgbrohl;7835;SG Burgbrohl;3;
24820;1. FC Bruchsal;Bruchsal;2086;1.FC Bruchsal;1;
24821;1. FC Heidenheim 1846 II;Heidenheim II;2036;1.FC Heidenheim 1846;4;
24822;FV Ravensburg;Ravensburg;10780;FV Ravensburg;0;
24823;SV Oberachern;Oberachern;8354;SV Oberachern;0;
